subjID	group	trial	x	y	solid_y	empty_y	points	rt
1	B	134.0	-0.00456621	-0.029680365	0.123018607	0.094314265	9200.0	1.2689
1	B	135.0	0.00152207	0.096651446	0.256629253	0.196749094	9300.0	1.0506
1	B	136.0	-0.01065449	0.003805175	-0.165321578	-0.126746543	9400.0	0.8663
1	B	137.0	-0.01065449	-0.026636225	0.127813634	0.097990452	9500.0	0.8341
1	B	138.0	-0.0152207	-0.066210046	-0.254989946	-0.195492292	9600.0	0.8675
1	B	139.0	0.00456621	0.025114155	-0.137982986	-0.105786956	9700.0	1.1344
1	B	140.0	0.02130898	-0.034246575	-0.205135402	-0.157270475	9800.0	0.6819
1	B	141.0	0.00913242	0.133181126	-0.024034654	-0.018426568	9900.0	1.6864
1	B	142.0	-0.00456621	0.090563166	0.257232409	0.197211513	10000.0	0.8999
1	B	143.0	0.00913242	-0.066210046	0.088568234	0.067902312	10100.0	1.0512
1	B	144.0	-0.01369863	0.122526636	0.285365591	0.218780286	10200.0	1.068
1	B	145.0	-0.00761035	0.060121766	-0.102932164	-0.078914659	10300.0	1.7681
1	B	146.0	0.00913242	0.032724505	-0.124057147	-0.095110479	10400.0	1.0357
1	B	147.0	0.00304414	0.082952816	0.255922869	0.196207533	10500.0	1.0346
1	B	148.0	0.00608828	-0.057077626	-0.242244459	-0.185720752	10600.0	0.8682
1	B	149.0	-0.00456621	0.043378995	0.213404625	0.163610212	10700.0	0.751
1	B	150.0	-0.00913242	-0.096651446	-0.29394072	-0.225354552	10800.0	0.9341
1	B	151.0	0.0	0.002283105	-0.180396382	-0.138303893	10900.0	0.4638
1	B	152.0	0.0	0.104261796	-0.056910104	-0.04363108	11000.0	1.703
1	B	153.0	0.00152207	-0.076864536	-0.283869644	-0.217633393	11100.0	0.7669
1	B	154.0	-0.00608828	0.049467275	0.210388853	0.16129812	11200.0	0.9683
1	B	155.0	-0.00913242	-0.084474886	-0.275747336	-0.211406291	11300.0	0.9002
1	B	156.0	-0.01217656	-0.067732116	-0.265900155	-0.203856786	11400.0	0.6828
1	B	157.0	-0.00456621	0.008371385	0.161826963	0.124067338	11500.0	0.5158
1	B	158.0	0.0	0.040334855	-0.121496339	-0.093147193	11600.0	1.034
1	B	159.0	-0.00456621	-0.002283105	0.160613936	0.123137351	11700.0	1.0509
1	B	160.0	-0.00456621	0.076864536	-0.080609878	-0.061800906	11800.0	1.2182
2	B	1.0	0.048148191	0.111111111	-0.042095018	-0.032272847	100.0	6.1801
2	B	2.0	0.015740783	-0.152777778	-0.006368678	-0.004882653	-100.0	0.9662
2	B	3.0	-0.015740712	-0.061111132	-0.229155161	-0.175685623	0.0	1.163
2	B	4.0	0.000925912	-0.143518519	0.021926359	0.016810208	-200.0	0.9305
2	B	5.0	-0.007407365	-0.114814829	-0.29537811	-0.226456551	-100.0	0.8141
2	B	6.0	-0.001851824	-0.056481503	-0.231783129	-0.177700399	0.0	0.8151
2	B	7.0	0.011111153	0.04074072	0.211541638	0.162181923	100.0	0.8991
2	B	8.0	-0.009259259	0.047222208	-0.107033078	-0.082058693	200.0	0.9987
2	B	9.0	0.079629616	-0.111111111	0.028873968	0.022136709	0.0	6.2675
2	B	10.0	0.00462963	-0.060185185	-0.243071136	-0.186354538	100.0	0.733
2	B	11.0	0.020370413	0.049999979	0.222538435	0.1706128	200.0	0.6336
2	B	12.0	0.015740783	-0.111111111	0.057110383	0.043784627	300.0	3.615
2	B	13.0	0.010185171	-0.119444459	-0.294025861	-0.225419827	400.0	0.6848
2	B	14.0	0.010185171	-0.062037044	0.102534563	0.078609832	500.0	0.9341
2	B	15.0	-0.001851824	-0.079629651	-0.24497473	-0.187813959	600.0	0.6152
2	B	16.0	0.000925912	0.023148148	-0.136029289	-0.104289122	700.0	0.801
2	B	17.0	-0.037962949	-0.106481481	0.056159258	0.043055431	800.0	5.2149
2	B	18.0	0.003703718	-0.053703697	-0.232673619	-0.178383108	900.0	0.4989
2	B	19.0	0.011111153	-0.022222236	-0.187965923	-0.144107208	1000.0	0.5013
2	B	20.0	0.006481524	0.105555534	0.294795641	0.226009992	1100.0	0.6649
2	B	21.0	0.014814801	0.086111104	0.266725929	0.204489879	1200.0	0.5822
2	B	22.0	0.000925912	0.068518497	-0.100194836	-0.076816041	1300.0	0.8314
2	B	23.0	0.012962977	0.01203703	0.191842074	0.147078923	1400.0	0.6148
2	B	24.0	-0.002777735	-0.041666667	-0.22813459	-0.174903186	1500.0	0.5195
2	B	25.0	0.009259259	0.100925905	0.279593932	0.214355348	1600.0	0.6655
2	B	26.0	-0.015740712	0.079629616	-0.073180779	-0.056105264	1700.0	3.0812
2	B	27.0	0.007407436	-0.049074067	0.111485142	0.085471943	1800.0	0.7318
2	B	28.0	0.007407436	-0.015740748	-0.192329834	-0.147452873	1900.0	0.6486
2	B	29.0	0.006481524	-0.020370377	-0.185721451	-0.142386446	2000.0	0.6319
2	B	30.0	0.005555541	-0.079629651	0.082284143	0.063084509	2100.0	0.8665
2	B	31.0	0.0	-0.071296303	-0.236647781	-0.181429965	2200.0	0.5984
2	B	32.0	0.006481524	0.134259259	-0.009092243	-0.006970719	2000.0	3.983
2	B	33.0	0.005555541	-0.094444487	-0.262514369	-0.201261016	2100.0	0.5325
2	B	34.0	0.015740783	-0.082407422	0.081491208	0.062476593	2200.0	0.7483
2	B	35.0	0.009259259	-0.108333376	0.054699494	0.041936279	2300.0	2.035
2	B	36.0	-0.001851824	0.12037037	-0.017772825	-0.013625832	2100.0	1.5343
2	B	37.0	0.027777778	0.042592578	0.227981261	0.174785633	2200.0	0.5489
2	B	38.0	-0.012036995	-0.106481481	-0.271990163	-0.208525792	2300.0	0.5804
2	B	39.0	0.003703718	-0.001851859	0.176668116	0.135445555	2400.0	0.6317
2	B	40.0	0.012037065	0.01944443	0.19303618	0.147994404	2500.0	0.5983
2	B	41.0	0.005555541	0.093518504	-0.066796654	-0.051210768	2600.0	1.1823
2	B	42.0	0.008333347	0.049074067	0.220490467	0.169042691	2700.0	0.5813
2	B	43.0	0.009259259	0.044444437	0.232573697	0.178306501	2800.0	0.6177
2	B	44.0	-0.003703718	-0.024074095	-0.196986382	-0.151022893	2900.0	0.5993
2	B	45.0	0.006481524	-0.010185206	-0.170470347	-0.130693933	3000.0	1.532
2	B	46.0	0.003703718	0.086111104	0.262399312	0.201172806	3100.0	0.6985
2	B	47.0	0.015740783	-0.047222243	0.104448975	0.080077547	3200.0	0.6155
2	B	48.0	0.007407436	0.047222208	0.22272127	0.170752973	3300.0	0.7325
2	B	49.0	-0.000925912	-0.141666695	0.021768391	0.016689099	3400.0	4.0149
2	B	50.0	0.015740783	-0.074074074	0.084900352	0.06509027	3500.0	0.7985
2	B	51.0	-0.010185171	0.099999993	-0.047324937	-0.036282451	3300.0	6.6983
2	B	52.0	0.009259259	-0.078703704	0.083244128	0.063820498	3400.0	0.7817
2	B	53.0	0.015740783	0.122222229	-0.013722184	-0.010520341	3200.0	4.3822
2	B	54.0	0.009259259	0.051851838	0.234917629	0.180103516	3300.0	0.5648
2	B	55.0	-0.000925912	0.006481489	-0.150707333	-0.115542289	3400.0	0.7984
2	B	56.0	0.0	-0.071296303	-0.239785596	-0.183835624	3500.0	0.7326
2	B	57.0	0.015740783	0.079629616	-0.075468555	-0.057859225	3600.0	1.2134
2	B	58.0	0.015740783	-0.097222222	0.060629067	0.046482285	3700.0	7.3316
2	B	59.0	-0.021296254	0.079629616	-0.062382406	-0.047826511	3500.0	1.2651
2	B	60.0	0.0	0.059259238	-0.09855857	-0.075561571	3600.0	0.8987
2	B	61.0	-0.006481453	-0.060185185	-0.224995477	-0.172496532	3700.0	0.5989
2	B	62.0	0.015740783	0.069444444	0.242843582	0.18618008	3800.0	0.5818
2	B	63.0	-0.000925912	0.099999993	-0.054635177	-0.041886969	3900.0	1.102
2	B	64.0	0.015740783	0.03611109	0.210696365	0.16153388	4000.0	0.5818
2	B	65.0	0.010185171	-0.00462963	-0.173730047	-0.133193036	4100.0	0.5155
2	B	66.0	-0.015740712	0.107407393	-0.032667076	-0.025044758	3900.0	1.1319
2	B	67.0	0.003703718	-0.042592614	-0.21797085	-0.167110985	4000.0	0.482
2	B	68.0	0.002777806	-0.032407407	-0.19981331	-0.153190204	4100.0	0.5148
2	B	69.0	0.015740783	0.017592571	-0.134092304	-0.1028041	4200.0	0.5803
2	B	70.0	-0.065740727	-0.074074074	-0.237441507	-0.182038489	4300.0	1.1155
2	B	71.0	0.015740783	-0.072222215	0.097708701	0.074910004	4400.0	0.8518
2	B	72.0	-0.006481453	-0.062962956	-0.224099344	-0.171809497	4500.0	0.5503
2	B	73.0	-0.010185171	0.009259259	-0.152771202	-0.117124589	4600.0	0.6652
2	B	74.0	0.015740783	-0.111111111	0.041496641	0.031814091	4700.0	1.4653
2	B	75.0	-0.016666624	0.015740748	-0.156013501	-0.119610351	4800.0	0.7491
2	B	76.0	-0.015740712	-0.109259288	-0.290953879	-0.22306464	4900.0	0.5484
2	B	77.0	0.0	0.00462963	0.164348692	0.126000664	5000.0	0.7817
2	B	78.0	0.023148148	-0.115740741	0.027215496	0.020865213	4800.0	1.6481
2	B	79.0	0.032407407	0.143518519	0.001381291	0.00105899	4600.0	8.8652
2	B	80.0	-0.00462963	0.015740748	-0.142251897	-0.109059788	4700.0	0.6487
2	B	81.0	-0.003703718	0.01203703	-0.147274846	-0.112910715	4800.0	3.1151
2	B	82.0	-0.011111083	-0.107407393	-0.289234821	-0.221746696	4900.0	0.8318
2	B	83.0	-0.015740712	0.103703711	-0.058621163	-0.044942891	5000.0	1.347
2	B	84.0	-0.015740712	-0.08425928	-0.257923636	-0.197741454	5100.0	0.7818
2	B	85.0	-0.00462963	-0.094444487	-0.261231294	-0.200277325	5200.0	0.6161
2	B	86.0	0.001851894	-0.035185178	0.134055488	0.102775874	5300.0	0.7985
2	B	87.0	-0.015740712	0.071296303	-0.085908115	-0.065862888	5400.0	1.0489
2	B	88.0	-0.015740712	-0.021296289	-0.187721723	-0.143919987	5500.0	0.7137
2	B	89.0	-0.000925912	0.015740748	0.192733058	0.147762011	5600.0	0.599
2	B	90.0	-0.015740712	-0.065740762	-0.243210714	-0.186461547	5700.0	0.5463
2	B	91.0	-0.010185171	0.01203703	-0.161165145	-0.123559945	5800.0	0.632
2	B	92.0	-0.015740712	0.021296289	-0.142639759	-0.109357149	5900.0	0.5984
2	B	93.0	-0.015740712	0.047222208	-0.112552943	-0.08629059	6000.0	0.6664
2	B	94.0	-0.015740712	-0.069444444	-0.239577044	-0.183675734	6100.0	0.5318
2	B	95.0	0.015740783	-0.143518519	0.01641548	0.012585201	6200.0	3.4482
2	B	96.0	-0.010185171	0.015740748	-0.145050617	-0.111205473	6300.0	0.7654
2	B	97.0	-0.001851824	0.015740748	0.195003824	0.149502932	6400.0	0.7157
2	B	98.0	-0.015740712	0.010185171	-0.158876507	-0.121805322	6500.0	0.7014
2	B	99.0	0.0	0.072222215	0.245716692	0.188382797	6600.0	0.7181
2	B	100.0	-0.000925912	-0.015740748	0.165440546	0.126837752	6700.0	0.6482
2	B	101.0	0.018518519	-0.111111111	0.049199944	0.037719957	6800.0	1.2829
2	B	102.0	0.015740783	-0.111111111	0.050198283	0.03848535	6900.0	4.4513
2	B	103.0	0.015740783	-0.113888917	0.038440308	0.029470902	7000.0	19.0814
2	B	104.0	0.015740783	-0.108333376	0.052635341	0.040353762	7100.0	5.8988
2	B	105.0	0.002777806	0.095370363	0.265102213	0.20324503	7200.0	0.6794
2	B	106.0	-0.015740712	0.111111111	-0.02784693	-0.021349313	7000.0	1.6143
2	B	107.0	-0.008333347	0.015740748	0.189232421	0.14507819	7100.0	3.3807
2	B	108.0	-0.010185171	0.052777785	-0.094659122	-0.072571993	6900.0	1.6156
2	B	109.0	0.005555541	-0.015740748	0.151589673	0.116218749	7000.0	0.6321
2	B	110.0	-0.003703718	0.093518504	0.269590565	0.2066861	7100.0	0.5819
2	B	111.0	-0.001851824	-0.047222243	-0.208445447	-0.159808176	7200.0	0.6656
2	B	112.0	-0.006481453	-0.093518504	-0.260232678	-0.19951172	7300.0	0.6646
2	B	113.0	0.015740783	-0.104629658	0.056529275	0.043339111	7400.0	1.0997
2	B	114.0	-0.006481453	-0.143518519	0.023634575	0.01811984	7500.0	1.5681
2	B	115.0	0.001851894	-0.062962956	0.108472029	0.083161889	7600.0	0.6473
2	B	116.0	-0.015740712	0.045370349	-0.112516574	-0.086262707	7700.0	0.8352
2	B	117.0	-0.003703718	-0.015740748	0.154736496	0.118631313	7800.0	0.6186
2	B	118.0	0.003703718	0.015740748	0.186167184	0.142728174	7900.0	0.5653
2	B	119.0	-0.015740712	0.049999979	-0.10957424	-0.084006918	8000.0	0.716
2	B	120.0	-0.012962977	0.015740748	-0.14972958	-0.114792678	8100.0	0.6154
2	B	121.0	-0.015740712	0.092592593	-0.064078563	-0.049126898	8200.0	1.966
2	B	122.0	-0.012036995	-0.047222243	-0.205527827	-0.157571334	8300.0	4.215
2	B	123.0	0.0	0.079629616	0.261997699	0.200864903	8400.0	1.3819
2	B	124.0	0.0	-0.024074095	0.137147181	0.105146172	8500.0	2.1986
2	B	125.0	0.048148191	-0.124074088	0.013831992	0.010604527	8300.0	2.9656
2	B	126.0	-0.015740712	-0.047222243	-0.216215613	-0.165765303	8400.0	5.4486
2	B	127.0	0.026851866	-0.126851894	0.031209853	0.023927554	8500.0	2.8989
2	B	128.0	0.000925912	0.015740748	0.17829323	0.136691477	8600.0	15.0481
2	B	129.0	-0.013888889	0.070370356	-0.076407722	-0.058579253	8400.0	1.699
2	B	130.0	0.018518519	-0.111111111	0.050241697	0.038518634	8500.0	2.0149
2	B	131.0	0.010185171	0.022222201	0.204781228	0.156998941	8600.0	1.3352
2	B	132.0	0.009259259	-0.015740748	0.13405699	0.102777026	8400.0	1.5479
2	B	133.0	0.015740783	0.077777757	0.260949008	0.200060906	8500.0	0.7353
2	B	134.0	-0.007407365	-0.047222243	0.117534162	0.090109524	8600.0	1.3818
2	B	135.0	-0.009259259	-0.108333376	-0.279624829	-0.214379035	8700.0	1.5983
2	B	136.0	-0.018518519	-0.098148134	-0.269738259	-0.206799332	8800.0	1.1321
2	B	137.0	-0.009259259	0.056481467	0.237940403	0.182420976	8900.0	0.6657
2	B	138.0	-0.001851824	0.035185178	-0.122882902	-0.094210225	9000.0	2.2196
2	B	139.0	0.00462963	-0.069444444	0.099105616	0.075980972	9100.0	0.8821
2	B	140.0	0.01944443	-0.040740755	-0.218757019	-0.167713715	9200.0	0.5814
2	B	141.0	-0.015740712	0.015740748	-0.152224735	-0.11670563	9300.0	0.7822
2	B	142.0	-0.015740712	-0.143518519	0.010922464	0.008373889	9400.0	3.6313
2	B	143.0	0.001851894	-0.006481489	0.172455862	0.132216161	9500.0	0.5318
2	B	144.0	-0.015740712	0.098148134	0.275440429	0.211170995	9600.0	0.5987
2	B	145.0	0.003703718	-0.048148155	-0.234152923	-0.179517241	9700.0	0.5193
2	B	146.0	-0.015740712	0.017592571	-0.143884563	-0.110311498	9800.0	0.5801
2	B	147.0	-0.015740712	0.015740748	-0.164876019	-0.126404948	9900.0	0.6473
2	B	148.0	-0.009259259	-0.057407414	0.096580628	0.074045148	10000.0	0.7164
2	B	149.0	-0.015740712	0.104629623	0.283643326	0.217459883	10100.0	0.615
2	B	150.0	-0.011111083	0.074074074	-0.091881204	-0.070442256	10200.0	0.748
2	B	151.0	-0.00462963	0.100925905	0.26968204	0.206756231	10300.0	0.598
2	B	152.0	-0.000925912	0.143518519	-0.00025298	-0.000193951	10100.0	5.9322
2	B	153.0	-0.015740712	0.11296297	0.294530011	0.225806342	10200.0	0.7484
2	B	154.0	0.015740783	-0.135185171	0.015533652	0.011909133	10300.0	1.9484
2	B	155.0	-0.032407407	-0.091666681	-0.271769309	-0.20835647	10400.0	1.3515
2	B	156.0	-0.009259259	0.066666674	0.248712182	0.190679339	10500.0	1.5669
2	B	157.0	-0.020370342	-0.103703746	-0.294615742	-0.225872069	10600.0	1.2815
2	B	158.0	-0.012962977	-0.131481524	0.017625954	0.013513232	10400.0	1.7183
