subjID	trial	x	y	solid_y	empty_y
0	6.0	-0.023148148	-0.052777778	0.104292632	0.079957685
0	7.0	0.02037037	0.067592593	0.271129531	0.207865974
0	8.0	-0.022222222	0.111111111	-0.034622316	-0.026543776
0	9.0	-0.008333333	-0.109259259	0.040834764	0.031306653
0	10.0	0.025925926	-0.108333333	0.039139518	0.030006964
0	11.0	-0.00462963	0.09537037	0.297506377	0.228088223
0	12.0	-0.016666667	-0.035185185	0.128363428	0.098411962
0	13.0	0.031481481	0.005555556	-0.148084661	-0.113531573
0	14.0	-0.000925926	-0.023148148	0.150474409	0.115363713
0	15.0	-0.002777778	-0.012037037	0.166844864	0.127914396
0	16.0	0.00462963	-0.017592593	-0.187549119	-0.143787658
0	17.0	0.012962963	0.100925926	-0.056197159	-0.043084488
0	18.0	0.009259259	-0.076851852	0.083119925	0.063725276
0	19.0	0.010185185	0.040740741	-0.129061571	-0.098947204
0	20.0	0.007407407	0.082407407	-0.074518408	-0.05713078
0	21.0	0.005555556	0.066666667	0.250803783	0.1922829
0	22.0	0.00462963	0.100925926	-0.045361387	-0.034777064
0	23.0	0.001851852	-0.117592593	0.037565517	0.02880023
0	24.0	-0.000925926	0.051851852	-0.107812943	-0.08265659
0	25.0	0.027777778	-0.103703704	0.056291334	0.043156689
0	26.0	-0.010185185	0.089814815	0.289460714	0.221919881
0	27.0	0.003703704	0.116666667	-0.023451143	-0.017979209
0	28.0	0.012962963	-0.127777778	0.007166456	0.005494283
0	29.0	0.007407407	0.059259259	0.241977387	0.185515996
0	30.0	-0.026851852	0.080555556	0.276117833	0.211690338
0	31.0	0.023148148	0.038888889	-0.142152885	-0.108983878
0	32.0	-0.028703704	-0.081481481	-0.290476756	-0.222698846
0	33.0	0.014814815	0.111111111	-0.042883177	-0.032877102
0	34.0	-0.008333333	-0.105555556	0.050709027	0.038876921
0	35.0	0.0	-0.034259259	-0.213897396	-0.163988004
0	36.0	-0.002777778	-0.025	-0.21810367	-0.167212814
0	37.0	0.011111111	0.049074074	0.230771735	0.176924997
0	38.0	0.007407407	0.038888889	-0.124193819	-0.095215261
0	39.0	0.007407407	0.138888889	-0.007334338	-0.005622992
0	0.0	0.000925926	0.107407407	-0.046087822	-0.035333997
0	1.0	-0.006481481	0.09537037	0.282795573	0.216809939
0	2.0	0.010185185	0.100925926	-0.049427306	-0.037894268
0	3.0	0.00462963	-0.036111111	-0.22073147	-0.169227461
0	4.0	-0.018518519	-0.033333333	-0.216490251	-0.165975859
0	5.0	0.005555556	0.100925926	-0.06013024	-0.04609985
0	6.0	0.015740741	0.031481481	0.082888071	0.063547521
0	7.0	-0.009259259	-0.067592593	0.10082232	0.077297112
0	8.0	0.011111111	-0.065740741	0.09428716	0.072286822
0	9.0	0.001851852	-0.087962963	-0.271755282	-0.208345716
0	10.0	-0.016666667	0.082407407	-0.070701009	-0.054204107
0	11.0	0.014814815	0.075925926	-0.082576355	-0.063308539
0	12.0	0.011111111	0.078703704	0.278301739	0.213364666
0	13.0	0.011111111	-0.091666667	0.063306928	0.048535311
0	14.0	0.000925926	-0.101851852	-0.277351195	-0.212635916
0	15.0	0.005555556	0.040740741	-0.123591577	-0.094753542
0	16.0	0.001851852	-0.037037037	0.124230037	0.095243028
0	17.0	-0.006481481	-0.062962963	0.101853754	0.078087878
0	18.0	0.006481481	0.102777778	0.292230785	0.224043602
0	19.0	0.012962963	-0.117592593	0.031449366	0.024111181
0	20.0	0.006481481	0.086111111	-0.072867935	-0.055865417
0	21.0	0.010185185	0.064814815	0.266366914	0.204214634
0	22.0	-0.002777778	0.147222222	0.004130238	0.003166515
0	23.0	0.000925926	0.085185185	0.291920757	0.223805914
0	24.0	-0.001851852	0.024074074	0.194987759	0.149490615
0	25.0	0.00462963	0.083333333	-0.08058272	-0.061780085
0	26.0	-0.013888889	0.025925926	-0.145181357	-0.111305707
0	27.0	0.003703704	-0.001851852	-0.19261065	-0.147668165
0	28.0	-0.011111111	-0.080555556	-0.290041849	-0.222365418
0	29.0	-0.005555556	0.122222222	-0.01971562	-0.015115309
0	30.0	-0.000925926	0.014814815	0.210117023	0.161089717
0	31.0	0.002777778	0.067592593	0.269095534	0.206306576
0	32.0	-0.021296296	-0.044444444	0.118744654	0.091037568
0	33.0	0.012962963	-0.067592593	0.096951584	0.074329548
0	34.0	0.011111111	0.100925926	0.293335342	0.224890429
0	35.0	0.00462963	0.04537037	-0.117044947	-0.089734459
0	36.0	-0.012037037	0.027777778	-0.13608145	-0.104329112
0	37.0	0.016666667	0.085185185	-0.070241493	-0.053851811
0	38.0	-0.001851852	0.080555556	-0.074526616	-0.057137072
0	39.0	0.018518519	-0.130555556	0.016518802	0.012664415
0	0.0	0.030555556	-0.023148148	-0.198606061	-0.152264647
0	1.0	-0.014814815	-0.055555556	-0.23036438	-0.176612691
0	2.0	-0.022222222	-0.064814815	-0.262719036	-0.201417928
0	3.0	0.018518519	0.141666667	-0.002925107	-0.002242582
0	4.0	0.0	0.084259259	0.268786557	0.206069694
0	5.0	-0.009259259	0.074074074	0.283436205	0.217301091
0	6.0	0.006481481	-0.1	0.054073178	0.041456103
0	7.0	0.00462963	0.02962963	-0.144580272	-0.110844875
0	8.0	0.00462963	0.139814815	-0.003589751	-0.002752143
0	9.0	0.000925926	0.062037037	0.255832082	0.19613793
0	10.0	0.002777778	0.048148148	0.225239671	0.172683748
0	11.0	0.007407407	0.087037037	0.293711288	0.225178654
0	12.0	-0.002777778	0.049074074	0.222630521	0.1706834
0	13.0	-0.021296296	-0.157407407	-0.009735815	-0.007464125
0	14.0	-0.00462963	0.049074074	0.233656032	0.179136291
0	15.0	0.003703704	-0.075	0.083896821	0.064320896
0	16.0	0.008333333	0.114814815	-0.038846292	-0.029782157
0	17.0	0.0	0.066666667	-0.094985846	-0.072822482
0	18.0	-0.001851852	0.02037037	0.194201085	0.148887498
0	19.0	0.001851852	-0.087962963	0.07287341	0.055869614
0	20.0	0.008333333	-0.035185185	0.131196955	0.100584332
0	21.0	-0.000925926	-0.125925926	0.023716386	0.018182563
0	22.0	0.010185185	-0.025925926	-0.211458578	-0.162118243
0	23.0	-0.015740741	-0.065740741	-0.274575963	-0.210508238
0	24.0	-0.007407407	-0.07037037	0.092670566	0.071047434
0	25.0	0.003703704	0.064814815	-0.096812324	-0.074222782
0	26.0	0.003703704	0.066666667	0.244246727	0.187255824
0	27.0	0.013888889	-0.044444444	0.114327414	0.087651017
0	28.0	0.000925926	0.059259259	-0.101927627	-0.078144514
0	29.0	-0.009259259	-0.080555556	-0.271700385	-0.208303628
0	30.0	-0.000925926	0.09537037	-0.067091806	-0.051437051
0	31.0	0.007407407	0.131481481	-0.004715804	-0.00361545
0	32.0	0.003703704	-0.016666667	0.16188926	0.124115099
0	33.0	0.001851852	-0.021296296	-0.200745508	-0.153904889
0	34.0	-0.006481481	0.00462963	-0.178921681	-0.137173288
0	35.0	-0.007407407	0.041666667	-0.115056565	-0.088210033
0	36.0	0.009259259	-0.012962963	0.155608377	0.119299756
0	37.0	-0.002777778	-0.087037037	-0.274552224	-0.210490038
0	38.0	0.02037037	0.125925926	-0.023797942	-0.018245089
0	39.0	0.013888889	0.015740741	0.209044422	0.160267391
