subjID	trial	x	y	solid_y	empty_y
0	0.0	-0.019444444	0.103703704	-0.049645697	-0.038061701
0	1.0	0.005555556	-0.000925926	0.183802844	0.140915514
0	2.0	-0.002777778	-0.024074074	-0.219175793	-0.168034775
0	3.0	-0.005555556	0.002777778	0.19523919	0.149683379
0	4.0	-0.002777778	-0.076851852	0.082856908	0.063523629
0	5.0	-0.005555556	-0.036111111	0.135064623	0.103549544
0	6.0	0.012962963	0.021296296	0.220896919	0.169354305
0	7.0	0.001851852	0.097222222	0.292699592	0.22440302
0	8.0	-0.007407407	0.049074074	-0.118612072	-0.090935922
0	9.0	-0.008333333	0.024074074	0.209027183	0.160254174
0	10.0	0.0	0.062962963	-0.101546088	-0.077852001
0	11.0	-0.005555556	-0.057407407	-0.23515845	-0.180288145
0	12.0	0.002777778	0.011111111	0.194368621	0.149015943
0	13.0	0.018518519	0.069444444	0.264781784	0.202999368
0	14.0	-0.002777778	0.153703704	0.012286987	0.009420023
0	15.0	-0.003703704	0.02037037	0.194434654	0.149066568
0	16.0	0.008333333	-0.062962963	-0.249486757	-0.19127318
0	17.0	0.012037037	0.085185185	0.289845243	0.222214686
0	18.0	0.00462963	0.148148148	0.016711808	0.012812386
0	19.0	0.005555556	0.135185185	-0.011710486	-0.00897804
0	20.0	0.002777778	-0.039814815	-0.217620915	-0.166842701
0	21.0	-0.007407407	-0.055555556	-0.257664993	-0.197543161
0	22.0	0.000925926	-0.005555556	0.164465772	0.126090425
0	23.0	-0.001851852	-0.05462963	0.098284481	0.075351435
0	24.0	0.007407407	-0.109259259	-0.028396046	-0.021770302
0	25.0	0.00462963	0.061111111	-0.105879583	-0.081174347
0	26.0	0.001851852	0.059259259	-0.095981665	-0.073585943
0	27.0	0.002777778	-0.087037037	-0.286925599	-0.219976292
0	28.0	-0.003703704	-0.094444444	-0.295724284	-0.226721951
0	29.0	-0.005555556	-0.010185185	-0.175355061	-0.13443888
0	30.0	-0.002777778	-0.002777778	-0.191059182	-0.146478706
0	31.0	-0.014814815	0.002777778	0.173322205	0.132880357
0	32.0	-0.002777778	0.113888889	-0.032501568	-0.024917869
0	33.0	-0.02037037	-0.04537037	0.128221806	0.098303384
0	34.0	0.009259259	0.103703704	-0.056954507	-0.043665122
0	35.0	-0.016666667	0.0	0.178112494	0.136552912
0	36.0	0.018518519	-0.087962963	0.063889886	0.048982246
0	37.0	-0.009259259	-0.087962963	-0.276662099	-0.212107609
0	38.0	-0.018518519	0.011111111	0.189174148	0.145033514
0	39.0	-0.021296296	-0.09537037	0.047790758	0.036639581
0	0.0	0.000925926	-0.075925926	-0.265975917	-0.20391487
0	1.0	-0.038888889	0.116666667	-0.031943347	-0.0244899
0	2.0	0.016666667	-0.087037037	0.068113715	0.052220515
0	3.0	-0.032407407	0.05	0.2353686	0.18044926
0	4.0	0.018518519	0.121296296	-0.030760718	-0.023583217
0	5.0	-0.000925926	-0.000925926	-0.169465687	-0.129923693
